entity	claims
Theresa_May	female||The Right Honourable||Minister for Women and Equalities||Shadow Leader of the House of Commons||Shadow Secretary of State for the Family||Shadow Secretary of State for Transport||Chairman of the Conservative Party||Shadow Secretary of State for Work and Pensions||Shadow Secretary of State for Environment, Food and Rural Affairs||Prime Minister of the United Kingdom||Leader of the Conservative Party||First Lord of the Treasury||Minister for the Civil Service||Member of the Privy Council of the United Kingdom||Member of the 57th Parliament of the United Kingdom||Member of the 56th Parliament of the United Kingdom||Member of the 55th Parliament of the United Kingdom||Member of the 54th Parliament of the United Kingdom||Member of the 53rd Parliament of the United Kingdom||Member of the 52nd Parliament of the United Kingdom||Home Secretary||Shadow Secretary of State for Women and Equalities||Shadow Secretary of State for Culture, Media and Sport||Shadow Secretary of State for Environment, Food and Rural Affairs||Shadow Secretary of State for Transport||Shadow Secretary of State for Employment||Shadow Secretary of State for Education||Shadow Secretary of State for Women and Equalities||Member of the 58th Parliament of the United Kingdom||Shadow Secretary of State for Communities and Local Government||member of Merton London Borough Council||Wheatley Park School||St Hugh's College||Conservative Party||human||United Kingdom||Eastbourne||politician||international forum participant||Theresa||Mary||British English||English||London||type-1 diabetes||Philip May||Anglicanism||Munzinger-Archiv||Sonning||Oxfordshire||10 Downing Street||Hubert Brasier||Zaidee Mary Brasier||Template:Theresa May sidebar||Bank of England||Association for Clearing Payment Services||Category:Theresa May||May||Brasier||British English||blue||Order of King Abdulaziz al Saud||Time 100||Elizabeth May||2019 United Kingdom general election||2010 United Kingdom general election||2001 United Kingdom general election||2005 United Kingdom general election||1997 United Kingdom general election||2015 United Kingdom general election||2017 United Kingdom general election||apology to the House of Commons||politics||World Economic Forum Annual Meeting 2017||World Economic Forum Annual Meeting 2018
Kenneth_Thomas	Wikimedia human name disambiguation page
Tom_Tancredo	male||United States of America||politician||member of the Colorado House of Representatives||United States representative||United States representative||United States representative||United States representative||United States representative||Republican Party||University of Northern Colorado||Holy Family High School||human||Denver||Thomas||Washington, D.C.||Denver||Boston||English||Secretary of Education||English||Tancredo
Niagara_Falls,_Ontario	Regional Municipality of Niagara||Canada||Category:Niagara Falls, Ontario||city||lower-tier municipality||border town||tourist attraction||Category:Deaths in Niagara Falls||Category:People from Niagara Falls, Ontario||St. Catharines||Fort Erie||Niagara Falls||Niagara-on-the-Lake||Thorold||Welland||Port Colborne||Niagara-on-the-Lake||Niagara Falls||Niagara Falls Transit Terminal||Eastern Time Zone||Joseph Hadfield Fonds
Library	GLAM||facility||collection||Category:Libraries||Armenian Soviet Encyclopedia||Sytin Military Encyclopedia||Small Brockhaus and Efron Encyclopedic Dictionary||Orthodox Theological Encyclopedia||Brockhaus and Efron Encyclopedic Dictionary||Jewish Encyclopedia of Brockhaus and Efron||Metropolitan Museum of Art Tagging Vocabulary||Meyers Konversations-Lexikon, 4th edition (1885–1890)||Template:Infobox library||October 24||library building||paper museum||library system||library||library collection||software library||archives||Biblioteca Medicea Laurenziana||British Library||Vatican Library||New York Public Library||National Diet Library||Library of Alexandria||special collections||WikiProject Heritage institutions||Category:Wikipedia categories named after libraries||type of library||library director||library building||list of libraries||library science||library assessment||library collection||sharing economy||Wikipedia:Vital articles/Level/4||Open Culture / GLAM Glossary
National_Football_League	professional sports league||United States of America||Category:National Football League||American football||345 Park Avenue||Template:NFL||September||history of the National Football League||National Football Conference||American Football Conference||AFL–NFL merger||Pizza Hut||Wikipedia:Vital articles/Level/4
Israel_lobby_in_the_United_States	Category:Zionism in the United States||pressure group||Ethnic interest group||United States of America||Zionism||Washington, D.C.||Washington, D.C.||Christians United for Israel||American Israel Public Affairs Committee||political action committee||think tank||Conference of Presidents of Major American Jewish Organizations||Washington Institute for Near East Policy||Anti-Defamation League||American Jewish Congress||Zionist Organization of America||Israel Policy Forum||American Jewish Committee||Religious Action Center of Reform Judaism||Hadassah Women's Zionist Organization of America||Committee for Accuracy in Middle East Reporting and Analysis||J Street||Diaspora politics in the United States||Israel–United States relations
Meryl_Streep	Academy Award for Best Actress||Academy Award for Best Supporting Actress||National Medal of Arts||Donostia Award||Academy Award for Best Actress||Golden Globe Award for Best Actress – Motion Picture Musical or Comedy||Golden Globe Award for Best Actress – Motion Picture Musical or Comedy||AACTA Award for Best Actress in a Leading Role||Satellite Award for Best Actress – Motion Picture Musical or Comedy||Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Leading Role||London Film Critics Circle Award for Actress of the Year||Theatre World Award||Golden Globe Cecil B. DeMille Award||New Jersey Hall of Fame||Presidential Medal of Freedom||Kennedy Center Honors||AFI Life Achievement Award||Rungstedlund Award||honorary doctorate from Princeton University||Commandeur des Arts et des Lettres‎||Golden Globe Award for Best Supporting Actress – Motion Picture||Screen Actors Guild Award||Primetime Emmy Award for Outstanding Lead Actress in a Miniseries or a Movie||Honorary César||Cannes Film Festival Award for Best Actress||Silver Bear for Best Actress||Crystal Award||Fellow of the American Academy of Arts and Sciences||honorary doctorate from Harvard University||MTV Movie Award for Best Villain||BAFTA Award for Best Actress in a Leading Role||Primetime Emmy Award for Outstanding Lead Actress in a Miniseries or a Movie||Primetime Emmy Award for Outstanding Narrator||star on Hollywood Walk of Fame||BAFTA Award for Best Actress in a Leading Role||Golden Globe Award for Best Supporting Actress – Motion Picture||Golden Globe Award for Best Actress – Miniseries or Television Film||Golden Globe Award for Best Actress – Motion Picture Drama||Golden Globe Award for Best Actress – Motion Picture Drama||Golden Globe Award for Best Actress – Motion Picture Drama||film actor||stage actor||television actor||voice actor||actor||film producer||television producer||Summit||United States of America||human||Vassar College||Yale University||Yale School of Drama||Bernards High School||John Cazale||Mamie Gummer||Henry Wolfe Gummer||Grace Gummer||Louisa Gummer||Mary||Louise||Meryl||American Academy of Arts and Sciences||SAG-AFTRA||Screen Actors Guild||Academy Award for Best Supporting Actress||Academy Award for Best Actress||Academy Award for Best Actress||Academy Award for Best Supporting Actress||Academy Award for Best Supporting Actress||Academy Award for Best Supporting Actress||Academy Award for Best Actress||Academy Award for Best Actress||Academy Award for Best Actress||Academy Award for Best Actress||Academy Award for Best Actress||Academy Award for Best Actress||Academy Award for Best Actress||Academy Award for Best Actress||Academy Award for Best Actress||Academy Award for Best Actress||Academy Award for Best Actress||Academy Award for Best Actress||Academy Award for Best Actress||Golden Globe Award for Best Actress – Motion Picture Musical or Comedy||Golden Globe Award for Best Actress – Motion Picture Musical or Comedy||Golden Globe Award for Best Actress – Motion Picture Musical or Comedy||Golden Globe Award for Best Actress – Motion Picture Musical or Comedy||Tony Award for Best Featured Actress in a Play||Academy Award for Best Actress||Academy Award for Best Actress||MTV Movie Award for Best Villain||European Film Award – People's Choice Award for Best European Film||Don Gummer||Connecticut||Brentwood||Connecticut||Bernardsville||New York City||Meryl Streep filmography||Category:Meryl Streep||Mary Wilkinson Streep||English||Jean Arthur||Carmen De Lavallade||Robert Lewis||Estelle Liebling||Art+Feminism||Wikipedia:Vital articles/Level/4||voice||female||Democratic Party||Obalky knih.cz||English||list of awards and nominations received by Meryl Streep||Streep||atheism||blond hair||English||SAPA Foundation, Swiss Archive of the Performing Arts
George_Will	human||Champaign||Trinity College||Magdalen College||Princeton University||University Laboratory High School||UIUC College of Media||United States of America||Harvard University||Newsweek||George||Mari Maseng||atheism||journalist||Francis Boyer Award||honorary doctor of the University of Miami||English||Will||male||The Washington Post
Libya	Portal:Libya||outline of Libya||Libyan dinar||Libyan pound||Category:Libyan people||190||191||193||Europlug||AC power plugs and sockets: British and related types||Schuko||Type L||geography of Libya||Prime Minister of Libya||Libya||Italy||Brazil||Germany||Yemen||Belarus||Morocco||Egypt||France||Algeria||Chad||Croatia||Czech Republic||Denmark||Grenada||United Kingdom||Malta||Montenegro||South Africa||Switzerland||Vanuatu||Pakistan||Taiwan||Philippines||United States of America||Serbia||Russia||People's Republic of China||India||Bangladesh||Georgia||Kenya||Zambia||North Korea||Hungary||Northern Cyprus||Mohamed al-Menfi||Aguila Saleh Issa||House of Representatives||High Council of State||history of Libya||Great Socialist People's Libyan Arab Jamahiriya||Africa||coat of arms of Libya||Category:Libya||Great Socialist People's Libyan Arab Jamahiriya||Abdulhamid Dbeibeh||United Nations||African Union||Arab League||Organisation of Islamic Cooperation||International Bank for Reconstruction and Development||International Development Association||International Finance Corporation||Multilateral Investment Guarantee Agency||African Development Bank||Arab Bank for Economic Development in Africa||Arab Fund for Economic and Social Development||Arab Maghreb Union||Arab Monetary Fund||Interpol||Organisation for the Prohibition of Chemical Weapons||UNESCO||Universal Postal Union||International Telecommunication Union||Organization of the Petroleum Exporting Countries||International Civil Defence Organisation||World Meteorological Organization||World Health Organization||North Africa||Category:Films shot in Libya||UTC+02:00||Eastern European Time||Africa/Tripoli||Category:Deaths in Libya||Libya, Libya, Libya||not-free country||North Africa||.ly||Egypt||Sudan||Tunisia||Algeria||Chad||Niger||Middle East||sovereign state||Mediterranean country||country||Bikku Bitti||Category:Births in Libya||right||Sabkhat Ghuzayyil||Arabic||Modern Standard Arabic||Butnan District||Derna District||Jabal al Akhdar||Marj District||Benghazi||Al Wahat District||Kufra District||Sirte District||Murzuq District||Sabha District||Wadi al Hayaa District||Misrata District||Murqub||Tripoli District||Jafara||Zawiya District||Nuqat al Khams||Jabal al Gharbi District||Nalut District||Ghat District||Jufra||Wadi al Shatii District||Zawiya||Tripoli||Ghat||Nalut||Misrata||flag of Libya||Bible Encyclopedia of Archimandrite Nicephorus||Brockhaus and Efron Encyclopedic Dictionary||Small Brockhaus and Efron Encyclopedic Dictionary||Jewish Encyclopedia of Brockhaus and Efron||Encyclopædia Britannica 11th edition||Mediterranean Sea||Central Bank of Libya||Modern Standard Arabic||Libyan Arabic||Sokna||Libyan Sign Language||Awjila||Tamahaq||Ghadamès||Nafusi||Teda||Siwa||culture of Libya||Category:Maps of Libya||economy of Libya||Chairman of the Presidential Council||demographics of Libya||Tripoli||Malikism||republic||Wikipedia:Vital articles/Level/4||Libyan studies
Swedish_Academy	Category:Swedish Academy||Swedish Royal Academies||national academy||website||Gustav III of Sweden||Stockholm Stock Exchange Building||Sweden||Royal Swedish Academy of Sciences||Post- och Inrikes Tidningar||The Swedish Centre for Terminology||seat 1 of the Swedish Academy||seat 2 of the Swedish Academy||seat 3 of the Swedish Academy||seat 4 of the Swedish Academy||seat 5 of the Swedish Academy||seat 6 of the Swedish Academy||seat 7 of the Swedish Academy||seat 8 of the Swedish Academy||seat 9 of the Swedish Academy||seat 10 of the Swedish Academy||seat 11 of the Swedish Academy||seat 12 of the Swedish Academy||seat 13 of the Swedish Academy||seat 14 of the Swedish Academy||seat 15 of the Swedish Academy||seat 16 of the Swedish Academy||seat 17 of the Swedish Academy||seat 18 of the Swedish Academy||Wikipedia:Project Swedish Academy||Swedish
Andrew_Wiles	male||mathematician||university teacher||number theory||Manjul Bhargava||Brian Conrad||Fred Irvin Diamond||Karl Rubin||Richard Taylor||Ehud de Shalit||Christopher Skinner||Ritabrata Munshi||Luis Manuel Navas||Kartik Aragam Prasanna||Ravi Kumar Ramakrishna||Arash Rastegar||James Alexander Parson||Mirela Ciperiani||Ali Rajaei||Michael Volpato||Andrew W. Snowden||Robert William Harron||Andrei Jorza||Stefan Patrikis||Vinayak Vatsal||Royal Society||French Academy of Sciences||National Academy of Sciences||American Academy of Arts and Sciences||Academia Europaea||American Philosophical Society||human||Cambridge||Clare College||Merton College||University of Cambridge||King's College School||The Leys School||United Kingdom||Princeton University||University of Cambridge||Harvard University||Institute for Advanced Study||Andrew||John||John H. Coates||Manjul Bhargava||Wiles||Category:Andrew Wiles||English||English||Whitehead Prize||Fellow of the Royal Society||Fermat Prize||Rolf Schock Prize in Mathematics||Ostrowski Prize||Royal medal||Wolf Prize in Mathematics||MacArthur Fellows Program||Cole Prize||King Faisal International Prize in Science||Clay Research Award||Knight Commander of the Order of the British Empire||Shaw Prize||Abel Prize||Copley Medal||Guggenheim Fellowship||Cole Prize in Number Theory||The Shaw Prize in Mathematical Sciences||De Morgan Medal||Maryam Mirzakhani Prize in Mathematics||Regius Professor||Obalky knih.cz||Fermat's Last Theorem||Maurice Wiles||United Kingdom||United States of America||Princeton||Regius Professor of Mathematics||Modular Elliptic Curves and Fermat's Last Theorem||Paddy Mowll
Sam_Brownback	male||United States of America||politician||lawyer||diplomat||administrator||teacher||writer||broadcaster||Governor of Kansas||United States Ambassador-at-Large for International Religious Freedom||agriculture minister||United States representative||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||Republican Party||Kansas State University||University of Kansas||Prairie View USD 362||University of Kansas School of Law||human||Garnett||Sam||English||Washington, D.C.||Topeka||White House Fellows||Catholicism||Brownback||Category:Sam Brownback||blue||English||English
Daniel_González	Wikimedia human name disambiguation page
Perth	Perth||Category:Perth, Western Australia||UTC+08:00||UTC+09:00||Australia||Western Australia||city||million city||big city||Category:Deaths in Perth||Category:People from Perth, Western Australia||Western Australia||Category:Births in Perth||Ottův slovník naučný||Brockhaus and Efron Encyclopedic Dictionary||The Nuttall Encyclopædia||City of Perth||Perth||Greater Perth||Portal:Perth||history of Perth||Western Australia||Chengdu||Swan River||Indian Ocean||Category:Views of Perth, Western Australia||Category:Burials in Perth, Western Australia||Wikipedia:Vital articles/Level/4
Rush_Limbaugh	male||United States of America||human||Cape Girardeau||Central High School||Southeast Missouri State University||radio personality||writer||journalist||children's writer||radio pundit||Punkin||Rush Limbaugh Sr.||Stephen N. Limbaugh, Sr.||Stephen N. Limbaugh, Jr.||David Limbaugh||Doublespeak Award||Presidential Medal of Freedom||Republican Party||Palm Beach||Punkin||Obalky knih.cz||Rush||Limbaugh||lung cancer||Kansas City Royals||Palm Beach||English||English||English||natural causes||lung cancer||Rush Limbaugh Jr.||Bellefontaine Cemetery||radio broadcasting||politics||conservatism||antifeminism||right-wing populism||Social conservatism in the United States
Nan_Hayworth	female||United States of America||politician||ophthalmologist||physician||businessperson||United States representative||Republican Party||Princeton University||Weill Cornell Medicine||Munster High School||human||Chicago||Washington, D.C.||English||Lutheranism||Hayworth||Nan||United States of America
El_Paso,_Texas	Zacatecas||Torreón||Ciudad Juárez||Jerez de la Frontera||Chihuahua City||city in the United States||border town||big city||county seat||United States of America||Category:El Paso, Texas||El Paso County||Category:Deaths in El Paso||Category:Films shot in El Paso, Texas||Category:People from El Paso, Texas||Mountain Time Zone||El Paso County||Dee Margo||Oscar Leeser||El Paso County Coliseum||O. T. Bassett Tower||Patriot Stadium||New El Paso Ballpark||El Paso Public Libraries||Mexico–United States border||Rio Grande||Granat Encyclopedic Dictionary||Great Soviet Encyclopedia (1926–1947)||Mayor of El Paso, Texas||El Paso metropolitan area
GoDaddy	Scottsdale||United States of America||business||domain name registrar||public company||privately held company||web hosting service||Bob Parsons||NASDAQ - All Markets||New York Stock Exchange,  Inc.||Node.js Foundation||OpenJS Foundation||Category:Go Daddy
Bob_Ritchie_(ice_hockey)	Detroit Red Wings||Philadelphia Flyers||Springfield Indians||male||human||Canada||ice hockey player||Bob||ice hockey||winger||Philadelphia Flyers||Laverlochère||right-handed shot||National Hockey League||Ritchie
Mark_Dayton	male||United States of America||politician||educator||Governor of Minnesota||Minnesota State Auditor||United States senator||United States senator||United States senator||Minnesota Democratic–Farmer–Labor Party||Democratic Party||Yale University||Blake School||Grace Hopper College||Presbyterianism||human||Minneapolis||Mark||Alida Rockefeller Messinger||English||Washington, D.C.||Saint Paul||New York City||Boston||Minneapolis||Dayton||Walter Mondale||University of Minnesota||Category:Mark Dayton||Minnesota Governor's Residence||brown||Bruce Dayton||United States of America
Walter_Mondale	politician||lawyer||diplomat||autobiographer||United States of America||Vice President of the United States||United States Ambassador to Japan||Minnesota Attorney General||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||Democratic Party||Macalester College||University of Minnesota Law School||Defense Information School||Walter||Frederick||Ceylon||Category:Walter Mondale||English||English||Eleanor Mondale||Ted Mondale||Joan Mondale||Presbyterianism||Washington, D.C.||United States Army||Mondale||Person of the Year, American Chamber of Commerce in Japan||Order of the Paulownia Flowers||English||Obalky knih.cz||Theodore Sigvaard Mondale||Claribel Hope Cowan||Minneapolis||corporal||human||male||politics||diplomacy
Ferdinand_Marcos	Ferdinand||Sarrat||Honolulu||University of the Philippines College of Law||University of the Philippines||Philippines||human||Category:Ferdinand Marcos||Imelda Marcos||Imee Marcos||Bongbong Marcos||Irene Marcos-Araneta||Aimee Marcos||World War II||President of the Philippines||Prime Minister of the Philippines||Secretary of National Defense||President of the Senate of the Philippines||Member of the House of Representatives of the Philippines||Member of the Senate of the Philippines||politician||entrepreneur||lawyer||military personnel||dictator||kidney failure||Collar of the Order of Isabella the Catholic‎||Grand Cross of the Military Merit - White Badge||Order of Sikatuna||Order of the Rajamitrabhorn||Grand Star of the Decoration for Services to the Republic of Austria||Order of al-Hussein bin Ali||Star of the Republic of Indonesia||Order of the Equatorial Star||Darjah Utama Temasek||Cross pro Merito Melitensi||Star of the Socialist Republic of Romania||Distinguished Service Cross||Purple Heart||Bronze Star Medal||Grand Cordon of the Supreme Order of the Chrysanthemum||Grand Cross of the Order of the Legion of Honour (Philippines)||Order of the Queen of Sheba||Catholic Church||natural causes||Armenian Soviet Encyclopedia||Obalky knih.cz||Nacionalista Party||Marcos||major||Philippine Army||English||male||Pacifico Marcos||Elizabeth Marcos||Fortuna Marcos-Barba||English||1965 Philippine presidential election||1969 Philippine presidential election||1981 Philippine presidential election and referendum||Mariano Marcos||Josefa Edralin Marcos||assassination of Gene Viernes and Silme Domingo||WikiProject PCC Wikidata Pilot/University of Washington||Wikipedia:Vital articles/Level/4||Fernando Marcos||proxy murder||Byodo-In||Marcos Museum and Mausoleum||Libingan ng mga Bayani
Jim_Gilmore	male||United States of America||Republican Party||University of Virginia School of Law||John Randolph Tucker High School||human||Governor of Virginia||Attorney General of Virginia||Richmond||Jim||James||Stuart||politician||lawyer||Gilmore||English||German||English||Juris Doctor||United States Army||Richmond||National Rifle Association of America||Jim Gilmore||Jim Gilmore presidential campaign, 2008||Jim Gilmore presidential campaign, 2016||James Stuart Gilmore, Jr.||Roxane Gatling Gilmore||Methodism||Category:Jim Gilmore
Ally_Financial	business||enterprise||credit institution||public company||Category:Ally Financial||Detroit||United States of America||joint-stock company||financial services||mortgage loan||deposit account||personal loan||brokerage firm||Ally Bank||New York Stock Exchange,  Inc.
European_Union	Portal:European Union||English||French||Dutch||Danish||Estonian||Finnish||German||Greek||Hungarian||Irish||Italian||Lithuanian||Polish||Portuguese||Spanish||Swedish||Bulgarian||Slovene||Slovak||Romanian||Latvian||Maltese||Croatian||Czech||Anthem of Europe||.eu||Europe||North America||South America||Africa||Asia||Brussels||Italy||France||Luxembourg||Belgium||Kingdom of the Netherlands||West Germany||Swedish krona||Danish krone||zloty||Bulgarian lev||Czech koruna||forint||Lithuanian litas||Romanian Leu||Gibraltar pound||euro||Deutsche Mark||Irish pound||Austrian schilling||Belgian franc||Italian lira||Luxembourg franc||Dutch guilder||Croatian kuna||peseta||Finnish markka||Portuguese escudo||Greek drachma||Slovenian tolar||Cypriot pound||Maltese lira||Slovak koruna||Estonian kroon||Latvian lats||pound sterling||regional organization||economic union||supranational union||political organization||political territorial entity||confederation||Flag of Europe||European Parliament||Council of the European Union||European Commission||Court of Justice of the European Union||Western European Union||European Coal and Steel Community||European Economic Community||European Community||European Atomic Energy Community||Treaty of Brussels||Treaty on the Functioning of the European Union||Maastricht Treaty||Treaty of Lisbon||Treaty of Paris||European Economic Area||World Trade Organization||G20||Quartet on the Middle East||ASEAN Regional Forum||Australia Group||Eurocontrol||UNESCO||European Air Transport Command||Nobel Peace Prize||Princess of Asturias Award for Concord||Category:European Union||Western European Time||Western European Summer Time||Central European Time||Central European Summer Time||Eastern European Time||Eastern European Summer Time||President of the European Commission||Russia||Norway||Belarus||Switzerland||Vatican City||San Marino||Ukraine||Moldova||North Macedonia||Albania||Turkey||Brazil||Suriname||Monaco||Liechtenstein||Morocco||Bosnia and Herzegovina||Montenegro||Yugoslavia||Andorra||Serbia||Serbia and Montenegro||Hungary||Slovenia||Czechoslovakia||Czech Republic||German Democratic Republic||Spain||Poland||Denmark||Romania||Bulgaria||Croatia||United Kingdom||Gibraltar||Canada||Brazil||Belarus||Niue||Russia||Ukraine||Holy See||Switzerland||Georgia||Norway||Morocco||Armenia||Greenland||Andorra||Israel||People's Republic of China||Liechtenstein||San Marino||Iran||ASEAN||Cape Verde||United States of America||Azerbaijan||Australia||Argentina||Arab League||Cuba||Moldova||India||Indonesia||Iraq||Jordan||Kazakhstan||Japan||Lebanon||Mexico||Monaco||North Korea||State of Palestine||Pakistan||Syria||South Korea||South Africa||Yemen||Nepal||Philippines||Malaysia||Tunisia||Bangladesh||United Nations||Denmark||Faroe Islands||Northern Cyprus||United Kingdom||Tajikistan||Togo||Qatar||Eswatini||Brunei||Guatemala||Honduras||Niger||Paraguay||Kenya||Chad||Luxembourg||Kyrgyzstan||Cambodia||Senegal||Mercosur||history of the European Union||geography of the European Union||motto of the European Union||112||left||right||Belgium||Germany||France||Italy||Luxembourg||Kingdom of the Netherlands||Denmark||Republic of Ireland||Greece||Portugal||Spain||Finland||Austria||Sweden||Estonia||Latvia||Lithuania||Malta||Poland||Slovakia||Slovenia||Czech Republic||Hungary||Cyprus||Bulgaria||Romania||Croatia||United Kingdom||Canon of Dutch History||Medvik||Template:Structural evolution of the European Union||Template:European Union topics||Brussels||Luxembourg||Strasbourg||Germany||France||Italy||Spain||Poland||Austria||Belgium||Bulgaria||Cyprus||Croatia||Slovakia||Slovenia||Estonia||Finland||Greece||Hungary||Republic of Ireland||Latvia||Lithuania||Luxembourg||Malta||Portugal||Denmark||Netherlands||United Kingdom||Czech Republic||Romania||Sweden||European Union border||Wikipedia:List of articles all languages should have||Wikipedia:Vital articles/Level/4||outline of the European Union||European Institute of Innovation and Technology||European External Action Service||Publications Office of the European Union||European Agency for Safety and Health at Work||European Commission||European Coal and Steel Community||European Economic Community||Western European Union||WikiProject European Union||Europe Day||European Union–Mercosur free trade deal||European Union–Mercosur relations||European Union||Europe||United States of Europe||Eurosphere||Category:Maps of the European Union||European Commission Data Portal||economy of the European Union||demographics of the European Union||Pantone Reflex Blue||Category:Honorary citizen of Europe||United Nations General Assembly||European integration||European Economic Area||international governmental or non-governmental organizations
Royal_Dutch_Shell	
Elpis_Melena	Southgate||Ermatingen||United Kingdom of Great Britain and Ireland||Germany||human||Marie-Espérance||Lexikon deutschsprachiger Epik und Dramatik von Autorinnen 1730–1900||Allgemeine Deutsche Biographie||Brockhaus and Efron Encyclopedic Dictionary||BEIC Digital Library||memoir||travel literature||Brandt||Schwartz||German||female||German||writer||translator
Oregon	Portal:Oregon||United States of America||Salem||California||Nevada||Idaho||Washington||flag of Oregon||Baker County||Benton County||Clackamas County||Clatsop County||Columbia County||Coos County||Crook County||Curry County||Deschutes County||Douglas County||Gilliam County||Grant County||Harney County||Hood River County||Jackson County||Jefferson County||Josephine County||Klamath County||Lake County||Lane County||Lincoln County||Tillamook County||Sherman County||Multnomah County||Yamhill County||Marion County||Washington County||Umatilla County||Wheeler County||Morrow County||Wallowa County||Wasco County||Polk County||Malheur County||Union County||Linn County||United States of America||Category:Oregon||U.S. state||Oregon Legislative Assembly||Category:Births in Oregon||Category:Deaths in Oregon||Category:Films shot in Oregon||Category:Burials in Oregon||Category:People from Oregon||Governor of Oregon||Pacific Ocean||Columbia River||Snake River||Pacific Time Zone||America/Los_Angeles||Tina Kotek||Mount Hood||Pacific Ocean||history of Oregon||Toyama Prefecture||Pacific Northwest||contiguous United States||geography of Oregon||outline of Oregon||Government of Oregon||Constitution of Oregon||Oregon Supreme Court||Alis volat propriis||Hutterite German||Siuslaw||Tillamook||Klamath||Hanis||Central Kalapuya||Wasco-Wishram||Molala||Nez Perce||Lower Chinook||Northern Paiute||Chinook Jargon||Koasati||Umatilla||Tututni||Galice||Chetco||Coquille||Walla Walla||Tenino||Pacific Northwest English||New Encyclopedic Dictionary||Jewish Encyclopedia of Brockhaus and Efron||Small Brockhaus and Efron Encyclopedic Dictionary||Brockhaus and Efron Encyclopedic Dictionary||The Nuttall Encyclopædia||Category:Oregon maps||Seal of Oregon||Oregon Open Data||economy of Oregon||Category:Views of Oregon||demographics of Oregon||Oregon, My Oregon||Oregon State Archives||Template:Oregon||Oregon||Category:Oregon-related lists
Scranton,_Pennsylvania	Balakovo||Ballina||Guardia Lombardi||Trnava||Perugia||Caronia||San Marino||city of Pennsylvania||county seat||home rule municipality of Pennsylvania||United States of America||Lackawanna County||Category:Scranton, Pennsylvania||Category:Births in Scranton, Pennsylvania||Category:Deaths in Scranton||Dunmore||Taylor||Eastern Time Zone||Category:People from Scranton, Pennsylvania||Lackawanna County||Jewish Encyclopedia of Brockhaus and Efron||Brockhaus and Efron Encyclopedic Dictionary||Small Brockhaus and Efron Encyclopedic Dictionary||Desktop Encyclopedic Dictionary||The Nuttall Encyclopædia||Meyers Konversations-Lexikon, 4th edition (1885–1890)||Wyoming Valley||Paige Gebhardt Cognetti
Danny_Ferguson	human||male||Rhyl F.C.||Chester City F.C.||Halifax Town A.F.C.||Manchester United F.C.||Stockport County F.C.||Macclesfield Town F.C.||Danny||association football player||association football manager||association football||United Kingdom||United Kingdom of Great Britain and Ireland||Ferguson||forward||Flintshire||English
Descriptive_Video_Service	
Philip_Snowden,_1st_Viscount_Snowden	male||United Kingdom||Labour Party||human||Cowling||Tilford||Chancellor of the Exchequer||Member of the Privy Council of the United Kingdom||Chancellor of the Exchequer||Member of the 35th Parliament of the United Kingdom||Member of the 34th Parliament of the United Kingdom||Member of the 33rd Parliament of the United Kingdom||Member of the 32nd Parliament of the United Kingdom||Member of the 30th Parliament of the United Kingdom||Member of the 29th Parliament of the United Kingdom||Member of the 28th Parliament of the United Kingdom||Member of the House of Lords||Lord Privy Seal||politician||insurance broker||civil servant||Philip||Great Soviet Encyclopedia (1969–1978)||London||Snowden||The Right Honourable||Privy Council of the United Kingdom||Ethel Snowden||Ethel Snowden||viscount||Viscount Snowden||English||English||John Snowden||Martha Nelson||Methodism||1929 United Kingdom general election||1924 United Kingdom general election||1923 United Kingdom general election||1922 United Kingdom general election||January 1910 United Kingdom general election||December 1910 United Kingdom general election||1906 United Kingdom general election
Cambridge	United Kingdom||Great Britain||Kingdom of England||United Kingdom of Great Britain and Ireland||college town||city||county town||big city||Cambridge||Heidelberg||Szeged||Cambridge||Category:Cambridge||Category:Births in Cambridge||Category:Deaths in Cambridge||Category:People from Cambridge||Histon and Impington||UTC±00:00||UTC+01:00||Cambridge||Cambridgeshire||East of England||Cambridgeshire||Category:Burials in Cambridge||Cambridge City Council||Latin script||Jewish Encyclopedia of Brockhaus and Efron||The Nuttall Encyclopædia||Brockhaus and Efron Encyclopedic Dictionary||Anglické listy||Category:Maps of Cambridge||Cambridgeshire||economy of Cambridge||English||University of Cambridge||Cambridge
Tommy_Thompson	male||politician||international forum participant||United States of America||Republican Party||University of Wisconsin Law School||human||United States Secretary of Health and Human Services||member of the Wisconsin State Assembly||Governor of Wisconsin||Elroy||Hessian Order of Merit||Horatio Alger Award||Dr. Nathan Davis Award for Members of the Executive Branch by Presidential Appointment||Tommy||Marquette University Special Collections and University Archives||Thompson||English||Category:Tommy Thompson||World Economic Forum Annual Meeting 2004||2008 Republican Party presidential primaries||United States of America
Mayflower	fluyt||Category:Mayflower||Mayflower voyage||Christopher Jones||Mayflower
Glenn_Reynolds	human||Birmingham||male||professor||United States of America||Glenn||Helen Smith||University of Tennessee, Knoxville||Category:Glenn Reynolds||Reynolds||Maryville High School||University of Tennessee College of Law
